"","species","scientificName","verbatimScientificName","decimalLatitude","decimalLongitude","day","month","year"
"1780","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.371933,-1.487338,1,11,2000
"1781","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.279285,-2.954169,25,10,1998
"1782","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.630935,-1.62343,3,9,1996
"1783","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.16232,-4.170299,NA,NA,1980
"1784","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.819654,-0.187849,16,10,1994
"1786","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.443316,-7.769548,14,10,2000
"1787","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.058346,-3.645383,12,10,1991
"1788","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.733844,-3.521882,18,9,1994
"1789","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.282542,-0.352462,NA,NA,1970
"1790","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.014803,-0.504532,8,9,1979
"1795","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.350611,0.798913,6,11,2004
"1796","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.270267,0.363905,NA,NA,1994
"1797","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.653587,-2.21822,12,3,2000
"1799","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.353952,0.655478,27,10,2001
"1800","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.647382,-0.772886,22,10,2001
"1801","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",56.717336,-5.842032,30,8,1982
"1802","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.022618,-1.359776,NA,NA,1992
"1803","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.558905,-0.919523,20,9,1977
"1805","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.555896,-0.631103,12,10,1980
"1807","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.01654,-0.647044,15,11,1987
"1808","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.991021,-1.92523,13,9,1986
"1810","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.191393,-2.659707,19,9,1979
"1815","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.253616,1.079678,NA,10,2001
"1816","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.01286,-2.365668,9,10,1982
"1817","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.652707,-1.495488,3,9,1999
"1818","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.825553,-0.622945,10,10,1987
"1821","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.962133,-3.202943,19,9,1971
"1822","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.339756,-0.386463,29,9,2002
"1823","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.545111,-8.076164,16,9,1989
"1824","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.737273,-0.770453,31,10,1981
"1825","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.264131,0.650295,NA,NA,2001
"1826","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",57.480609,-3.919608,13,10,2002
"1827","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.978972,-2.392134,20,9,1971
"1828","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.89808,0.913911,16,11,2004
"1830","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.842782,-1.362239,31,10,2004
"1834","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.836743,-0.652249,15,11,1977
"1839","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",56.674927,-3.715205,NA,NA,1985
"1840","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.362922,0.225017,NA,NA,1979
"1842","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.28294,-1.781541,NA,9,1974
"1843","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",56.811912,-5.687791,24,9,1983
"1844","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.452349,-4.748247,NA,NA,1976
"1848","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.370272,-2.809248,6,10,1985
"1849","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.383501,-1.642149,9,10,1994
"1850","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.814183,-0.591911,3,11,2002
"1851","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.910887,0.345647,12,10,2004
"1862","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.341714,-0.540218,NA,NA,1994
"1863","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.648802,-0.917387,11,11,2000
"1866","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.933392,-1.503306,2,11,1984
"1867","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.730756,-2.667822,19,10,1999
"1869","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.162136,-7.922308,17,10,2004
"1871","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.998361,-2.96995,5,9,1985
"1873","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.068843,-1.610059,19,9,1971
"1875","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.351472,-0.424026,14,10,1971
"1878","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.372479,-1.634216,14,9,1980
"1879","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.729853,-1.186984,25,10,1981
"1880","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.844332,-1.788319,11,12,2004
"1882","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.280437,-0.20915,9,10,1977
"1887","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.466007,-0.633794,20,10,1974
"1890","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.012317,-2.511366,19,9,1999
"1892","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.833407,-2.219089,2,11,1997
"1893","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.617639,-6.839795,NA,NA,1999
"1896","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.361658,-2.226857,5,10,1982
"1899","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.369174,-2.956105,25,10,2004
"1905","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.365561,0.081484,NA,NA,1981
"1908","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.102764,-2.366404,29,8,1978
"1911","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.010691,-2.802743,1,10,1981
"1918","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.811263,-2.077415,20,9,1997
"1920","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.472164,-2.649276,24,9,1994
"1923","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.169593,-2.537612,5,10,1997
"1931","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.799658,-9.897873,2,10,1994
"1938","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.735669,-0.625679,23,9,1984
"1941","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.459062,-2.958052,18,10,1997
"1943","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.360723,-1.475554,29,9,1974
"1945","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.524745,-0.842726,19,9,1987
"1946","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.090581,0.354729,10,10,2001
"1955","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.443512,-8.077813,19,10,2000
"1957","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",57.260129,-5.732522,28,9,2005
"1960","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.823799,0.199286,9,10,2004
"1963","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.380338,-1.067422,14,10,1995
"1965","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.289206,-0.925863,23,10,1985
"1966","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.257296,0.936579,9,10,1996
"1967","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.563674,-2.217788,23,10,1994
"1971","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",57.121498,-3.900985,23,10,2002
"1973","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.741014,-1.204848,24,10,2000
"1975","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.533345,-7.923512,19,10,2000
"1977","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.635126,0.093803,17,10,1993
"1979","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.271403,-1.626594,28,10,2004
"1983","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.926643,-0.649653,17,9,2001
"1985","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.346383,-3.001427,6,9,1997
"1987","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.018103,-0.789569,25,9,1977
"1991","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.24992,-0.389971,NA,NA,1987
"1992","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.872304,-3.200164,10,10,1970
"2003","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.193217,-1.928272,20,10,1974
"2012","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.889521,-1.767687,13,9,2000
"2015","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.251871,-0.543392,NA,NA,1985
"2016","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.812331,-0.443596,23,10,1994
"2019","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.261619,-0.427332,4,8,1997
"2022","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.345042,-0.847779,21,10,2001
"2024","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.966722,-2.562269,14,10,1995
"2029","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.360108,0.368529,6,9,1994
"2031","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.868693,-4.261025,24,10,1987
"2037","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.080894,-2.077917,NA,NA,1970
"2043","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.258124,-5.29832,NA,10,1982
"2044","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.801963,-9.746183,21,9,1989
"2056","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.293586,-1.642847,14,10,1995
"2063","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.563856,-1.929263,2,10,2004
"2066","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.84192,-1.220223,10,11,1991
"2069","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.081175,0.782613,23,10,1971
"2073","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.462741,-1.780653,15,10,2001
"2075","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.470242,-1.065591,5,12,1993
"2080","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.721195,-1.774166,16,1,2000
"2081","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.443512,-7.92368,12,9,1989
"2085","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.192135,-1.489408,20,10,2001
"2086","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.163826,1.07369,26,9,2004
"2087","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.929586,-0.934166,14,11,2004
"2090","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.368024,-0.062071,29,11,1986
"2095","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.915436,-0.620197,18,10,1980
"2096","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",57.278064,-5.070456,NA,NA,1985
"2098","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.023311,-1.502347,1,11,2004
"2102","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.74508,-3.489589,19,11,1995
"2104","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.828561,-3.089724,28,10,1999
"2106","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.28312,-1.928127,30,10,1994
"2125","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",56.764723,-3.719299,NA,9,1991
"2129","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.110618,-1.07286,8,11,1998
"2142","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.729788,-0.191445,26,8,2001
"2148","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.259548,-0.277486,30,9,2001
"2152","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.290433,-1.069244,15,11,1998
"2156","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.595665,0.643939,1,11,2021
"2157","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.271463,-1.17432,17,9,2021
"2158","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.098005,0.187822,4,8,2021
"2159","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.463666,-2.641239,24,9,1994
"2160","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",56.443336,-5.976644,25,8,2020
"2161","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",56.497169,-5.535237,3,10,2020
"2162","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.339243,-2.742632,22,8,1992
"2163","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.357128,-2.757616,NA,NA,1976
"2164","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.418553,-2.964525,30,9,2010
"2165","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.403862,-2.390943,4,11,2006
"2166","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.38593,-2.376092,10,10,1981
"2167","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.36462,-2.96335,25,10,2004
"2168","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.726219,-2.675156,19,10,1999
"2169","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.445025,-3.023955,18,10,1997
"2170","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.417767,-3.004944,11,10,2018
"2171","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.447316,-3.018859,8,10,2018
"2172","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.40391,-2.376245,12,10,1999
"2174","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",55.920417,-3.19605,5,9,1987
"2176","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.712074,-1.21692,27,9,1992
"2180","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",58.241586,-5.178926,21,8,2001
"2182","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.799652,-4.73952,13,10,2020
"2183","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",58.008287,-4.205912,9,10,2001
"2184","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.340893,-2.560563,15,6,2000
"2185","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.359001,-2.827864,1,12,1981
"2188","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.448664,-2.859722,31,8,1987
"2190","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.806105,-3.134871,NA,NA,1983
"2191","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.718189,-3.327775,14,10,1972
"2193","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.808042,-3.120415,28,10,1999
"2196","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.99897,-4.783007,22,9,1987
"2197","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.961269,-2.315047,21,10,2007
"2198","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.964881,-2.308359,19,10,2008
"2199","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.795039,-0.589797,18,9,1994
"2200","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",54.952701,-2.327002,1,9,2003
"2203","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.650019,-2.940895,17,10,1975
"2204","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.545213,-4.092461,18,10,1975
"2205","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.741885,-2.653137,10,6,2007
"2207","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.364788,-3.396607,8,9,1988
"2208","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.9473,0.539683,9,9,1977
"2209","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.956899,0.511726,20,10,1977
"2210","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.003475,-3.531013,7,9,1988
"2211","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",51.218895,0.993313,10,11,2019
"2212","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",50.85347,-1.52828,22,10,2015
"2213","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",52.749579,-3.842498,21,9,2019
"2214","Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","Craterellus cornucopioides",53.324435,-1.445432,11,10,2008
"2215","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.399939,-1.956523,22,1,2023
"2216","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.209625,-3.058919,20,1,2023
"2217","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.466728,0.069883,21,1,2023
"2218","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.434903,-2.296917,22,1,2023
"2219","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",55.967095,-4.638528,16,1,2023
"2220","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.460046,-0.573322,21,1,2023
"2221","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.467512,0.067414,21,1,2023
"2222","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",54.154254,-8.478808,22,1,2023
"2223","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.574183,-0.386508,24,1,2023
"2224","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.209515,-3.058748,20,1,2023
"2225","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",50.989155,0.882199,20,1,2023
"2226","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.209202,-3.058166,20,1,2023
"2227","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.209404,-3.058414,20,1,2023
"2228","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.836893,-1.57883,15,1,2023
"2229","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",52.373572,-2.009425,10,1,2023
"2230","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.842269,-1.650143,12,1,2023
"2231","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.726588,0.687347,12,1,2023
"2232","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.621838,-1.110725,12,1,2023
"2233","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.810202,-0.033904,15,1,2023
"2234","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",52.366905,-1.98012,10,1,2023
"2235","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.403014,-0.055861,17,1,2023
"2236","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",53.82006,-1.560523,5,1,2023
"2237","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.135678,-2.616821,2,1,2023
"2238","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",54.516976,-1.638216,15,1,2023
"2239","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.775915,0.050682,15,1,2023
"2240","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.810418,-0.018211,15,1,2023
"2241","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.557454,-3.227481,7,11,2002
"2242","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.642006,-3.663328,29,12,2019
"2243","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.555857,-3.371684,25,11,2019
"2244","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.645744,-3.374396,11,8,2022
"2245","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.467561,-3.225066,17,11,2009
"2247","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.637557,-3.952192,26,12,2021
"2248","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.829816,-2.944638,15,12,2020
"2249","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.737238,-3.232347,11,8,2018
"2251","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.73563,-3.377122,29,8,2021
"2254","Pleurotus ostreatus","Pleurotus ostreatus (Jacq.) P.Kumm.","Pleurotus ostreatus",51.465968,-3.368986,NA,1,2021
