"","species","scientificName","verbatimScientificName","decimalLatitude","decimalLongitude","day","month","year"
"291","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.080894,-2.077917,NA,NA,1970
"293","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.630935,-1.62343,5,9,1997
"294","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.821389,-2.520816,6,12,1993
"296","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",56.582784,-3.873853,NA,NA,1980
"297","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.282578,-1.634956,24,12,1989
"298","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.8186,-2.965942,7,8,1992
"299","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.271138,-0.316058,18,2,2006
"302","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.356538,-3.128318,NA,NA,1992
"303","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.425635,-5.92071,19,9,1992
"304","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.728194,-4.480945,NA,NA,1973
"305","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.742601,-2.508314,NA,NA,1989
"306","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.183221,0.216352,25,8,2001
"307","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",56.504903,-2.732675,NA,NA,1970
"308","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.003518,-0.471807,6,11,1982
"309","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.639965,-1.188651,30,6,1995
"312","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.81733,-0.042852,NA,NA,1977
"313","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.293929,-2.216508,NA,NA,1990
"314","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.531174,-0.417362,NA,7,1990
"316","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.908481,-2.96794,NA,NA,1986
"320","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.997783,0.492554,13,10,2004
"321","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.102764,-2.366404,NA,NA,1970
"322","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.812146,0.247078,NA,NA,2004
"323","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",55.962133,-3.202943,NA,8,1994
"324","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.023311,-1.502347,24,7,2001
"325","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.563854,-2.073526,12,11,1995
"326","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.261619,-0.427332,NA,NA,1970
"327","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.993915,-0.586072,23,8,1999
"328","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",56.580225,-4.036545,NA,NA,1980
"329","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",55.872304,-3.200164,NA,NA,1983
"330","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.844332,-1.788319,5,9,2003
"331","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.267991,-2.976043,NA,NA,1992
"332","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.998389,-1.032947,23,10,2005
"333","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.753535,-2.49752,14,3,2005
"336","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.538776,-1.171573,14,9,1996
"337","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.990445,-1.620196,11,9,1997
"339","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.163826,1.07369,7,5,2004
"340","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.340754,-6.232551,12,10,1995
"341","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.353833,-4.130458,NA,NA,1984
"342","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.356571,-0.874608,16,9,2003
"343","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.088239,-2.97197,NA,NA,1985
"344","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.731927,-0.336173,NA,NA,1985
"346","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",56.503838,-2.895115,NA,NA,1991
"347","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.814183,-0.591911,NA,7,1997
"349","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.530227,0.809921,NA,NA,1978
"350","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.102219,-2.512394,14,9,1997
"351","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.167449,-0.131572,29,6,1999
"352","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.422885,-5.766759,17,9,1983
"353","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.754064,-1.646966,14,4,2000
"354","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.616057,-6.685044,NA,NA,1999
"355","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.069686,-4.314912,NA,NA,1990
"356","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.099502,-2.950326,29,9,1989
"357","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.006937,-0.763078,NA,NA,1982
"358","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.449828,-2.679052,NA,NA,1992
"359","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.143265,1.433096,7,9,1984
"361","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.534785,-0.719004,24,9,1970
"363","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.530256,-1.924251,27,3,1997
"364","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.732065,-1.631216,26,8,1994
"365","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.812331,-0.443596,10,10,1982
"367","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.989039,-5.990394,25,8,1997
"368","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.02175,-1.217211,18,1,2004
"369","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.29168,-3.756165,NA,NA,1979
"370","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.624646,-0.716285,16,9,1987
"373","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.376116,-0.636472,25,10,2001
"375","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.193038,-1.781981,1,10,1997
"376","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.462741,-1.780653,20,9,1998
"377","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.830915,-1.203266,11,4,1992
"378","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.541043,-2.378714,22,8,1984
"380","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.022618,-1.359776,5,9,2005
"381","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.664648,-2.072108,NA,NA,1972
"382","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.359025,-1.175062,21,7,1991
"383","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.781933,-5.747009,NA,10,1985
"384","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.822508,-2.07564,19,9,1970
"386","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.9096,-2.819267,8,11,1995
"387","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.527306,-1.151691,NA,NA,1992
"388","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.204017,-1.786677,NA,NA,1990
"389","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.282542,-0.352462,2,10,1995
"390","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.09163,-1.628151,NA,NA,1986
"392","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",55.965887,-2.722454,NA,NA,1975
"393","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",55.799773,-6.389694,NA,NA,1987
"395","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.353361,-0.574205,22,9,1982
"399","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.253627,-0.696831,NA,NA,1975
"400","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.724315,-0.594807,NA,7,1997
"401","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.434671,-6.536748,20,9,2003
"404","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.4713,-1.209544,7,10,1996
"407","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.075175,0.013717,NA,10,1970
"409","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.362922,0.225017,18,11,1982
"412","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.086958,-0.881653,29,8,2002
"413","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.802956,-4.684598,NA,NA,1985
"415","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.360708,-2.527372,NA,NA,1992
"419","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.460163,-2.810896,28,11,1994
"422","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.909518,-0.184234,24,9,1989
"423","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.192677,-1.635692,22,3,1987
"424","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",60.635808,-1.179236,NA,NA,1971
"425","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.053521,1.426206,NA,NA,1975
"426","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.178115,-2.974001,NA,NA,1987
"427","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.111663,-1.215693,9,10,2004
"429","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.10331,-2.074413,NA,NA,1987
"430","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.90405,-0.588999,30,10,1983
"431","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.070308,-5.564961,NA,NA,1981
"432","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.629583,-2.681936,NA,NA,1980
"433","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.55264,-1.780205,NA,NA,1975
"435","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.743498,-2.218653,16,11,2003
"439","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.160082,-0.393461,NA,NA,1982
"441","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.831808,-1.348371,31,8,1992
"442","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.077607,-0.135465,17,9,1999
"443","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.164288,-5.431901,NA,NA,1984
"444","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.449947,0.373176,27,9,2002
"445","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.4623,-0.345997,NA,9,1996
"447","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.524475,-6.533537,22,3,2003
"448","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.35506,-0.724399,11,9,1977
"449","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.623405,0.671186,NA,NA,1978
"450","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",57.314876,-2.416682,8,9,2004
"451","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",56.670006,-4.041388,NA,NA,1980
"452","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.989866,-1.467685,18,10,2000
"453","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.281309,-1.3418,16,6,1974
"455","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",56.502562,-3.057543,NA,NA,1990
"457","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.158824,0.849361,9,9,1974
"458","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.089365,-2.822678,NA,NA,1984
"461","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.645783,-0.628398,24,5,2001
"462","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.721385,-1.925707,29,9,1995
"463","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.840885,-1.078214,9,10,1999
"466","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.361288,-1.62581,NA,NA,1985
"470","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.901541,0.771885,8,11,1997
"471","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.252144,-4.174845,NA,NA,1990
"472","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.547661,-3.107454,14,8,1991
"473","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.738698,-0.915241,18,9,1999
"474","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.71817,-3.852044,NA,NA,1990
"475","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.836705,-3.350487,NA,NA,1986
"476","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.563318,-2.362049,16,10,1999
"477","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.257289,-0.127659,25,5,1997
"479","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.102234,-1.490434,NA,NA,1975
"480","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.178143,-1.02891,24,4,1999
"481","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.383501,-1.642149,2,5,1999
"483","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.622929,-0.565136,15,10,2001
"486","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.196167,-8.512577,9,9,1989
"488","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",60.72283,-0.810406,NA,NA,1971
"492","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.355023,-3.278526,NA,7,1990
"495","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.269124,-2.826126,NA,NA,1993
"496","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.350611,0.798913,9,10,2005
"497","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.892842,0.687142,NA,NA,1984
"498","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.971863,1.128714,NA,NA,1975
"500","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.450605,-1.474448,NA,NA,1986
"502","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.361001,-0.312643,NA,NA,1973
"508","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.915436,-0.620197,13,10,1984
"509","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.383491,-2.360627,17,8,1997
"510","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.371205,-1.340465,2,5,1976
"511","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.739945,-1.06004,18,9,1999
"515","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.284471,-0.495791,18,8,2000
"516","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.273073,0.220673,NA,NA,1990
"517","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.818035,-4.485705,NA,NA,1977
"522","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",49.992619,-5.140556,NA,NA,1970
"523","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.251871,-0.543392,NA,NA,1994
"524","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.114098,-1.787091,NA,NA,1990
"525","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.979383,-1.767169,29,9,2000
"526","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.743678,-2.073819,7,8,2003
"529","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.08127,-6.135347,2,9,2004
"530","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.631315,-1.774646,21,10,2000
"533","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.548949,-2.960008,25,10,1991
"537","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.533075,-0.568175,26,10,1980
"543","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.353091,-7.616259,15,10,2000
"544","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.753549,-1.505211,13,7,1997
"545","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.360108,0.368529,NA,11,1996
"547","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.729788,-0.191445,NA,NA,1976
"548","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.28129,-2.661041,NA,NA,1987
"549","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.653587,-2.21822,18,9,1999
"550","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.370272,-2.809248,21,11,1999
"552","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.089388,-1.180226,17,9,1990
"556","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.640866,-2.666451,10,10,1998
"557","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.102774,-1.636425,NA,NA,1975
"559","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.428196,0.866711,NA,NA,1978
"561","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.358814,-0.165871,9,10,2005
"562","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.086926,-3.121251,NA,NA,1982
"564","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",50.754575,-2.072246,8,7,1996
"566","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.542617,0.233773,NA,NA,1976
"569","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.636102,-0.74541,NA,8,1992
"571","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",52.011594,-2.657058,24,9,1998
"572","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.357893,-1.02483,NA,NA,1985
"573","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",54.51797,-6.070464,11,10,1995
"574","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.743139,-2.363485,NA,9,1992
"577","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",51.267287,0.507113,23,10,2000
"578","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.16232,-4.170299,NA,NA,1983
"580","Calvatia gigantea","Calvatia gigantea (Batsch) Lloyd","Calvatia gigantea",53.451543,-2.227336,NA,NA,1976
