"","species","lat","lon","month","year"
"506","Calvatia gigantea",53.990445,-1.620196,6,1998
"508","Calvatia gigantea",51.915436,-0.620197,10,1984
"509","Calvatia gigantea",51.383491,-2.360627,8,1997
"510","Calvatia gigantea",52.371205,-1.340465,5,1976
"511","Calvatia gigantea",51.739945,-1.06004,9,1999
"512","Calvatia gigantea",53.538776,-1.171573,9,1985
"513","Calvatia gigantea",52.693861,1.032106,9,1980
"515","Calvatia gigantea",51.284471,-0.495791,8,2000
"516","Calvatia gigantea",51.273073,0.220673,9,1990
"517","Calvatia gigantea",50.818035,-4.485705,9,1977
"518","Calvatia gigantea",52.689987,1.179842,7,1982
"519","Calvatia gigantea",52.281309,-1.3418,8,1973
"521","Calvatia gigantea",54.170191,-1.618553,9,1996
"522","Calvatia gigantea",49.992619,-5.140556,9,1970
"523","Calvatia gigantea",54.251871,-0.543392,9,1994
"524","Calvatia gigantea",51.114098,-1.787091,9,1990
"525","Calvatia gigantea",54.979383,-1.767169,9,2000
"526","Calvatia gigantea",51.743678,-2.073819,8,2003
"527","Calvatia gigantea",52.8186,-2.965942,11,1995
"528","Calvatia gigantea",52.908481,-2.96794,9,1996
"529","Calvatia gigantea",53.08127,-6.135347,9,2004
"530","Calvatia gigantea",53.631315,-1.774646,10,2000
"531","Calvatia gigantea",51.365561,0.081484,8,1999
"532","Calvatia gigantea",52.462367,-2.369384,9,1974
"533","Calvatia gigantea",52.548949,-2.960008,10,1991
"534","Calvatia gigantea",52.1791,-0.173274,11,2002
"535","Calvatia gigantea",51.362922,0.225017,9,1991
"537","Calvatia gigantea",53.533075,-0.568175,10,1980
"538","Calvatia gigantea",53.263501,-0.577195,9,1996
"539","Calvatia gigantea",52.60409,1.025898,9,1979
"540","Calvatia gigantea",52.639965,-1.188651,5,1996
"543","Calvatia gigantea",54.353091,-7.616259,10,2000
"544","Calvatia gigantea",50.753549,-1.505211,7,1997
"545","Calvatia gigantea",51.360108,0.368529,11,1996
"547","Calvatia gigantea",51.729788,-0.191445,9,1976
"548","Calvatia gigantea",52.28129,-2.661041,9,1987
"549","Calvatia gigantea",51.653587,-2.21822,9,1999
"550","Calvatia gigantea",52.370272,-2.809248,11,1999
"551","Calvatia gigantea",52.462367,-2.369384,10,2000
"552","Calvatia gigantea",53.089388,-1.180226,9,1990
"554","Calvatia gigantea",54.170191,-1.618553,9,1998
"555","Calvatia gigantea",52.548949,-2.960008,7,1991
"556","Calvatia gigantea",52.640866,-2.666451,10,1998
"557","Calvatia gigantea",52.102774,-1.636425,9,1975
"558","Calvatia gigantea",55.95859,-3.523194,9,1991
"559","Calvatia gigantea",52.428196,0.866711,9,1978
"560","Calvatia gigantea",51.023311,-1.502347,8,2002
"561","Calvatia gigantea",52.358814,-0.165871,10,2005
"562","Calvatia gigantea",53.086926,-3.121251,9,1982
"563","Calvatia gigantea",52.193217,-1.928272,7,1992
"564","Calvatia gigantea",50.754575,-2.072246,7,1996
"565","Calvatia gigantea",52.1791,-0.173274,2,2002
"566","Calvatia gigantea",51.542617,0.233773,9,1976
"567","Calvatia gigantea",51.56368,-1.785,9,2004
"568","Calvatia gigantea",52.158824,0.849361,9,1974
"569","Calvatia gigantea",52.636102,-0.74541,8,1992
"570","Calvatia gigantea",51.830915,-1.203266,5,1992
"571","Calvatia gigantea",52.011594,-2.657058,9,1998
"572","Calvatia gigantea",53.357893,-1.02483,9,1985
"573","Calvatia gigantea",54.51797,-6.070464,10,1995
"574","Calvatia gigantea",51.743139,-2.363485,9,1992
"575","Calvatia gigantea",51.023311,-1.502347,7,2004
"577","Calvatia gigantea",51.267287,0.507113,10,2000
"578","Calvatia gigantea",53.16232,-4.170299,9,1983
"579","Calvatia gigantea",53.630935,-1.62343,9,1997
"580","Calvatia gigantea",53.451543,-2.227336,9,1976
"581","Calvatia gigantea",54.163777,-0.699656,9,1981
"582","Calvatia gigantea",56.221087,-4.01745,9,1975
"583","Calvatia gigantea",50.84192,-1.220223,8,1993
"584","Calvatia gigantea",53.630935,-1.62343,10,1996
"585","Calvatia gigantea",52.01286,-2.365668,9,1989
"586","Calvatia gigantea",53.175293,-3.273175,8,1990
"587","Calvatia gigantea",51.812146,0.247078,9,1999
"589","Calvatia gigantea",50.928201,-0.791904,9,1973
"590","Calvatia gigantea",55.15911,-7.137901,9,1987
"591","Calvatia gigantea",52.462367,-2.369384,8,2004
"593","Calvatia gigantea",51.743498,-2.218653,9,1997
"594","Calvatia gigantea",52.193038,-1.781981,8,2001
"595","Calvatia gigantea",52.685929,1.327543,7,2000
"596","Calvatia gigantea",54.339756,-0.386463,9,1981
"597","Calvatia gigantea",53.809351,-1.318112,10,1995
"598","Calvatia gigantea",53.35506,-0.724399,9,1978
"600","Calvatia gigantea",51.357118,0.512016,9,1998
"601","Calvatia gigantea",53.541043,-2.378714,8,1988
"602","Calvatia gigantea",51.368024,-0.062071,9,1982
"604","Calvatia gigantea",51.812146,0.247078,9,1981
"605","Calvatia gigantea",50.664475,-2.213597,7,1997
"606","Calvatia gigantea",56.325236,-2.729229,9,1970
"607","Calvatia gigantea",52.28294,-1.781541,9,1975
"609","Calvatia gigantea",50.752003,-1.221717,9,1990
"610","Calvatia gigantea",52.143265,1.433096,9,1984
"611","Calvatia gigantea",51.982651,0.692516,9,1978
"612","Calvatia gigantea",52.192677,-1.635692,9,1985
"614","Calvatia gigantea",52.634446,-0.597688,10,1997
"615","Calvatia gigantea",50.662941,-1.364677,10,1984
"616","Calvatia gigantea",51.264131,0.650295,9,1998
"618","Calvatia gigantea",52.276552,-3.247255,9,1986
"619","Calvatia gigantea",51.365561,0.081484,9,1991
"620","Calvatia gigantea",50.842764,-2.640498,7,1997
"621","Calvatia gigantea",51.833057,-1.638599,10,1997
"622","Calvatia gigantea",51.722241,-4.245418,9,1979
"624","Calvatia gigantea",53.173641,-0.58017,9,1970
"625","Calvatia gigantea",52.551726,-1.485246,8,1982
"626","Calvatia gigantea",51.289206,-0.925863,4,1999
"627","Calvatia gigantea",52.096787,-3.242234,10,1998
"628","Calvatia gigantea",54.073925,-0.702465,9,1981
"629","Calvatia gigantea",54.708012,-1.303127,9,1971
"631","Calvatia gigantea",51.731927,-0.336173,10,1981
"632","Calvatia gigantea",51.471278,-2.793237,10,1989
"633","Calvatia gigantea",51.368024,-0.062071,9,1995
"634","Calvatia gigantea",52.283118,-2.074715,9,1986
"635","Calvatia gigantea",54.342908,-6.386236,10,1995
"636","Calvatia gigantea",52.8186,-2.965942,8,1996
"638","Calvatia gigantea",51.45277,0.229384,9,1992
"639","Calvatia gigantea",53.361278,-2.377117,9,1979
"640","Calvatia gigantea",54.170191,-1.618553,3,1997
"641","Calvatia gigantea",50.754575,-2.072246,7,1996
"642","Calvatia gigantea",52.8186,-2.965942,7,1997
"643","Calvatia gigantea",51.45277,0.229384,9,1994
"644","Calvatia gigantea",53.263501,-0.577195,7,2002
"645","Calvatia gigantea",52.458614,-9.39831,8,1987
"646","Calvatia gigantea",54.430545,-6.228687,9,1996
"647","Calvatia gigantea",50.842782,-1.362239,4,1987
"649","Calvatia gigantea",52.282934,-2.221302,9,1970
"650","Calvatia gigantea",56.141785,-3.20855,9,1975
"651","Calvatia gigantea",53.444924,-0.721709,10,1979
"653","Calvatia gigantea",53.988105,-2.840294,9,1979
"655","Calvatia gigantea",51.282542,-0.352462,9,1981
"656","Calvatia gigantea",53.721195,-1.774166,8,1994
"657","Calvatia gigantea",51.632398,-4.240976,9,1973
"658","Calvatia gigantea",52.732426,-2.223573,9,1978
"659","Calvatia gigantea",51.814768,-4.104929,8,1997
"660","Calvatia gigantea",51.56368,-1.785,10,2002
"661","Calvatia gigantea",50.293715,-3.615841,10,1995
"663","Calvatia gigantea",53.357864,-2.978096,9,1992
"664","Calvatia gigantea",51.91167,-0.329538,9,1985
"665","Calvatia gigantea",51.112533,-1.358534,3,2005
"666","Calvatia gigantea",53.173641,-0.58017,10,1982
"667","Calvatia gigantea",53.898261,-1.164481,9,1983
"668","Calvatia gigantea",53.263501,-0.577195,9,2003
"669","Calvatia gigantea",51.915436,-0.620197,9,1982
"670","Calvatia gigantea",52.271138,-0.316058,9,2004
"671","Calvatia gigantea",53.360723,-1.475554,9,1987
"672","Calvatia gigantea",54.618942,-1.45951,10,1998
"674","Calvatia gigantea",54.431555,-0.537026,9,1981
"675","Calvatia gigantea",51.975638,0.983345,9,1984
"676","Calvatia gigantea",51.112533,-1.358534,9,2005
"677","Calvatia gigantea",53.990445,-1.620196,6,1998
"678","Calvatia gigantea",52.358814,-0.165871,10,1991
"679","Calvatia gigantea",53.451735,-2.076757,9,1992
"681","Calvatia gigantea",52.462367,-2.369384,8,2004
"682","Calvatia gigantea",52.462377,-1.633472,9,1975
"683","Calvatia gigantea",52.78363,1.038347,10,1981
"684","Calvatia gigantea",53.270069,-2.676199,9,1975
"685","Calvatia gigantea",52.596184,1.320732,9,1989
"687","Calvatia gigantea",52.271138,-0.316058,8,1999
"688","Calvatia gigantea",53.538776,-1.171573,12,1997
"689","Calvatia gigantea",51.460183,-0.202123,9,1972
"690","Calvatia gigantea",50.655184,-3.486743,9,1984
"691","Calvatia gigantea",52.196167,-8.512577,9,1989
"692","Calvatia gigantea",53.269124,-2.826126,9,1992
"694","Calvatia gigantea",51.719386,-4.390061,9,1991
"697","Calvatia gigantea",54.170191,-1.618553,9,1997
"698","Calvatia gigantea",51.554125,-0.486914,10,1998
"699","Calvatia gigantea",52.551711,-2.517616,9,1977
"700","Calvatia gigantea",55.51749,-2.555844,10,1998
"701","Calvatia gigantea",51.56368,-1.785,2,2002
"704","Calvatia gigantea",53.08127,-6.135347,9,1985
"705","Calvatia gigantea",53.173641,-0.58017,10,1999
"706","Calvatia gigantea",53.179245,-2.824397,9,1984
"707","Calvatia gigantea",52.639965,-1.188651,9,1990
"708","Calvatia gigantea",54.689199,-5.597047,8,2004
"709","Calvatia gigantea",56.858613,-3.395579,9,1997
"710","Calvatia gigantea",53.268019,-1.026875,10,1992
"711","Calvatia gigantea",52.552264,-2.370139,8,2004
"712","Calvatia gigantea",50.078551,-5.285969,9,1983
"713","Calvatia gigantea",53.353319,-3.42872,9,1983
"714","Calvatia gigantea",50.664475,-2.213597,10,1995
"715","Calvatia gigantea",51.833588,-2.073966,9,1973
"716","Calvatia gigantea",51.909518,-0.184234,9,1985
"717","Calvatia gigantea",51.892842,0.687142,9,1984
"718","Calvatia gigantea",54.705863,-6.682139,4,2003
"719","Calvatia gigantea",53.173641,-0.58017,9,1986
"721","Calvatia gigantea",51.719454,0.387264,9,1976
"722","Calvatia gigantea",53.261574,-3.575586,4,1990
"723","Calvatia gigantea",51.653587,-2.21822,9,1992
"724","Calvatia gigantea",51.455417,0.085569,9,1976
"725","Calvatia gigantea",51.267287,0.507113,7,2000
"727","Calvatia gigantea",55.780819,-3.356797,9,1990
"728","Calvatia gigantea",51.632462,0.238185,9,1979
"729","Calvatia gigantea",52.8173,-3.114298,8,1996
"730","Calvatia gigantea",53.989866,-1.467685,10,1996
"732","Calvatia gigantea",53.538776,-1.171573,10,1997
"733","Calvatia gigantea",51.743498,-2.218653,9,1984
"734","Calvatia gigantea",50.920929,-0.222988,1,1970
"735","Calvatia gigantea",56.590891,-3.22285,9,1981
"736","Calvatia gigantea",51.882089,1.122472,9,1979
"737","Calvatia gigantea",51.901986,0.251559,9,1974
"738","Calvatia gigantea",51.365561,0.081484,9,1996
"740","Calvatia gigantea",53.541043,-2.378714,8,1987
"741","Calvatia gigantea",51.365561,0.081484,8,1999
"742","Calvatia gigantea",52.462367,-2.369384,10,1998
"743","Calvatia gigantea",51.741014,-1.204848,9,1984
"744","Calvatia gigantea",53.989866,-1.467685,9,1998
"745","Calvatia gigantea",55.328375,-6.188846,7,2002
"746","Calvatia gigantea",55.870643,-3.359929,9,1990
"747","Calvatia gigantea",53.173641,-0.58017,9,2001
"748","Calvatia gigantea",53.171764,-0.430619,7,1976
"749","Calvatia gigantea",53.630935,-1.62343,9,1985
"750","Calvatia gigantea",52.820645,-2.669199,9,1988
"751","Calvatia gigantea",50.664475,-2.213597,10,1995
"752","Calvatia gigantea",52.358814,-0.165871,9,1991
"753","Calvatia gigantea",53.265159,-3.275843,5,1990
"755","Calvatia gigantea",54.144255,-4.527599,9,1980
"757","Calvatia gigantea",51.545272,0.089675,9,1984
"758","Calvatia gigantea",53.180187,-2.674784,9,1983
"759","Calvatia gigantea",51.457888,-0.058267,9,1980
"760","Calvatia gigantea",53.077607,-0.135465,10,1999
"761","Calvatia gigantea",51.653587,-2.21822,10,2000
"762","Calvatia gigantea",51.350611,0.798913,10,2004
"763","Calvatia gigantea",51.023311,-1.502347,9,2000
"764","Calvatia gigantea",52.279285,-2.954169,9,1986
"765","Calvatia gigantea",51.112533,-1.358534,8,2005
"766","Calvatia gigantea",50.258124,-5.29832,9,1982
"767","Calvatia gigantea",54.341714,-0.540218,9,1984
"769","Calvatia gigantea",52.448669,-0.162141,3,2001
"771","Calvatia gigantea",53.072557,0.162876,9,1998
"772","Calvatia gigantea",51.563854,-2.073526,11,1994
"773","Calvatia gigantea",52.642171,-1.631972,9,1975
"774","Calvatia gigantea",52.102234,-1.490434,6,1996
"775","Calvatia gigantea",52.372479,-1.634216,9,1975
"776","Calvatia gigantea",58.204723,-7.023852,9,1984
"777","Calvatia gigantea",52.192135,-1.489408,9,1975
"778","Calvatia gigantea",52.632606,-0.449981,9,1996
"779","Calvatia gigantea",53.436966,-0.119769,9,1992
"780","Calvatia gigantea",53.270825,-2.526265,9,1992
"781","Calvatia gigantea",53.990445,-1.620196,7,1998
"782","Calvatia gigantea",53.263501,-0.577195,12,1970
"784","Calvatia gigantea",56.231609,-3.211377,9,1981
"785","Calvatia gigantea",53.626171,-0.867449,9,1985
"786","Calvatia gigantea",51.022618,-1.359776,8,2005
"787","Calvatia gigantea",53.356571,-0.874608,2,2002
"788","Calvatia gigantea",51.365561,0.081484,9,1976
"790","Calvatia gigantea",53.002105,-2.224966,8,2001
"791","Calvatia gigantea",51.83179,-2.654437,10,1990
"793","Calvatia gigantea",53.990445,-1.620196,10,2001
"794","Calvatia gigantea",54.17018,-2.384441,8,1977
"795","Calvatia gigantea",53.534785,-0.719004,10,1977
"796","Calvatia gigantea",60.27671,-1.188246,9,1984
"797","Calvatia gigantea",54.51797,-6.070464,8,2001
"798","Calvatia gigantea",51.006119,0.065352,9,1997
"799","Calvatia gigantea",52.979868,-4.310106,9,1989
"800","Calvatia gigantea",53.002105,-2.224966,1,2000
"801","Calvatia gigantea",51.56368,-1.785,10,1999
"802","Calvatia gigantea",54.170771,-1.924907,9,1991
"803","Calvatia gigantea",53.173641,-0.58017,10,1999
"804","Calvatia gigantea",52.372468,-2.368633,7,1999
"805","Calvatia gigantea",52.448669,-0.162141,8,2002
"806","Calvatia gigantea",52.642537,-1.779755,7,1989
"807","Calvatia gigantea",51.975638,0.983345,9,1984
"808","Calvatia gigantea",54.162027,-0.54655,9,1983
"809","Calvatia gigantea",53.263501,-0.577195,9,1991
"810","Calvatia gigantea",52.193031,-2.220854,9,1970
"811","Calvatia gigantea",53.356915,-6.573939,9,1984
"812","Calvatia gigantea",51.558905,-0.919523,10,2002
"813","Calvatia gigantea",52.552821,-1.927689,9,1975
"814","Calvatia gigantea",57.472007,-4.419488,9,2002
"815","Calvatia gigantea",52.729853,-1.186984,11,1996
"816","Calvatia gigantea",53.621022,-0.414003,10,1979
"817","Calvatia gigantea",51.470321,-9.367893,9,1989
"818","Calvatia gigantea",53.173641,-0.58017,10,1990
"819","Calvatia gigantea",53.990445,-1.620196,7,1998
"820","Calvatia gigantea",54.69991,-6.216965,10,1995
"821","Calvatia gigantea",53.35506,-0.724399,7,1992
"822","Calvatia gigantea",51.56368,-1.785,9,2000
"823","Calvatia gigantea",52.192677,-1.635692,5,1992
"825","Calvatia gigantea",51.812146,0.247078,9,1974
"827","Calvatia gigantea",51.365561,0.081484,9,1996
"828","Calvatia gigantea",53.092187,-1.926791,10,1975
"833","Calvatia gigantea",54.708012,-1.303127,9,1971
"834","Calvatia gigantea",51.709835,0.821043,10,1994
"836","Calvatia gigantea",52.634446,-0.597688,11,1990
"837","Calvatia gigantea",53.173641,-0.58017,7,1997
"838","Calvatia gigantea",53.171764,-0.430619,9,1976
"839","Calvatia gigantea",52.632606,-0.449981,8,1983
"840","Calvatia gigantea",53.08127,-6.135347,9,2004
"842","Calvatia gigantea",54.330183,-5.618039,1,2002
"843","Calvatia gigantea",53.990445,-1.620196,10,2000
"845","Calvatia gigantea",51.370311,-0.205645,9,1986
"846","Calvatia gigantea",53.081908,-0.433889,10,1998
"847","Calvatia gigantea",50.16007,-5.571641,9,1971
"848","Calvatia gigantea",52.90405,-0.588999,8,1983
"849","Calvatia gigantea",53.356571,-0.874608,9,2004
"850","Calvatia gigantea",52.697551,0.884338,10,2001
"852","Calvatia gigantea",53.359969,-1.325304,9,1987
"853","Calvatia gigantea",52.183221,-3.537181,9,1985
"855","Calvatia gigantea",53.721385,-1.925707,8,1996
"857","Calvatia gigantea",53.075175,0.013717,9,1970
"859","Calvatia gigantea",54.080319,-1.619377,9,1971
"860","Calvatia gigantea",51.901986,0.251559,9,1999
"861","Calvatia gigantea",54.073925,-0.702465,9,1974
"862","Calvatia gigantea",53.361658,-2.226857,9,1980
"863","Calvatia gigantea",52.37302,-2.074867,9,1984
"864","Calvatia gigantea",51.56368,-1.785,7,2000
"865","Calvatia gigantea",53.089388,-1.180226,9,1990
"866","Calvatia gigantea",51.446947,0.516944,8,1999
"867","Calvatia gigantea",50.901541,0.771885,9,1971
"868","Calvatia gigantea",52.1791,-0.173274,10,2002
"869","Calvatia gigantea",51.637612,-0.0506,9,1971
"870","Calvatia gigantea",53.173641,-0.58017,10,1994
"871","Calvatia gigantea",52.462367,-2.369384,10,1974
"873","Calvatia gigantea",51.273073,0.220673,9,1975
"874","Calvatia gigantea",54.077971,-2.842109,9,1985
"875","Calvatia gigantea",53.621022,-0.414003,9,1979
"876","Calvatia gigantea",51.273073,0.220673,10,1988
"877","Calvatia gigantea",50.663626,-1.506156,9,2005
"878","Calvatia gigantea",51.552177,-0.342739,9,1974
"879","Calvatia gigantea",53.356571,-0.874608,11,2004
"880","Calvatia gigantea",51.360108,0.368529,9,1999
"881","Calvatia gigantea",50.155684,-5.711347,9,1979
"882","Calvatia gigantea",57.031716,-3.896397,9,1995
"883","Calvatia gigantea",51.362922,0.225017,9,1995
"884","Calvatia gigantea",51.901986,0.251559,10,1984
"885","Calvatia gigantea",52.278041,-0.902123,9,1991
"886","Calvatia gigantea",51.357118,0.512016,9,2004
"887","Calvatia gigantea",52.90405,-0.588999,9,1983
"888","Calvatia gigantea",51.635126,0.093803,9,1971
"889","Calvatia gigantea",55.697187,-2.558392,9,1993
"890","Calvatia gigantea",53.353361,-0.574205,9,1982
"891","Calvatia gigantea",54.168812,-2.690777,9,1978
"892","Calvatia gigantea",52.371205,-1.340465,10,2000
"893","Calvatia gigantea",51.743498,-2.218653,11,2002
"894","Calvatia gigantea",52.582951,1.76271,11,2004
"896","Calvatia gigantea",53.35506,-0.724399,8,1986
"897","Calvatia gigantea",52.685929,1.327543,9,2000
"898","Calvatia gigantea",53.628625,-2.833134,9,1992
"899","Calvatia gigantea",52.639965,-1.188651,9,1995
"900","Calvatia gigantea",50.835017,-0.510285,9,1974
"902","Calvatia gigantea",52.185036,-3.390967,9,1997
"903","Calvatia gigantea",52.448669,-0.162141,8,2004
"904","Calvatia gigantea",53.263501,-0.577195,7,2001
"905","Calvatia gigantea",54.17018,-2.384441,10,1997
"906","Calvatia gigantea",53.989074,-2.687798,9,1985
"907","Calvatia gigantea",51.023311,-1.502347,11,2004
"908","Calvatia gigantea",54.251871,-0.543392,9,1979
"909","Calvatia gigantea",51.832508,-2.509326,9,1987
"910","Calvatia gigantea",51.273073,0.220673,9,2004
"911","Calvatia gigantea",52.271138,-0.316058,4,2000
"912","Calvatia gigantea",53.006006,-7.926253,9,1989
"913","Calvatia gigantea",51.282542,-0.352462,8,1991
"914","Calvatia gigantea",51.112533,-1.358534,9,1996
"915","Calvatia gigantea",55.876046,-2.720784,9,1979
"916","Calvatia gigantea",54.167836,-2.843934,9,1985
"917","Calvatia gigantea",52.281309,-1.3418,9,1975
"918","Calvatia gigantea",51.648802,-0.917387,11,1998
"919","Calvatia gigantea",54.440192,-1.770234,9,1981
"920","Calvatia gigantea",55.875006,-2.88059,9,1980
"921","Calvatia gigantea",52.521466,0.725358,10,2004
"923","Calvatia gigantea",51.819654,-0.187849,9,1985
"924","Calvatia gigantea",51.722305,0.24262,9,1979
"926","Calvatia gigantea",53.990445,-1.620196,8,2000
"927","Calvatia gigantea",51.56368,-1.785,7,2002
"928","Calvatia gigantea",51.729788,-0.191445,9,1995
"929","Calvatia gigantea",51.455417,0.085569,7,1999
"930","Calvatia gigantea",54.709794,-1.768714,9,1973
"931","Calvatia gigantea",53.266669,-3.12595,9,1972
"932","Calvatia gigantea",52.371205,-1.340465,10,2000
"933","Calvatia gigantea",51.971863,1.128714,9,1979
"935","Calvatia gigantea",51.383491,-2.360627,9,2001
"936","Calvatia gigantea",52.98534,0.009536,2,2001
"937","Calvatia gigantea",52.642537,-1.779755,9,1974
